Tag,Event_name,Time,,,
Coding,->REVEALED! Random Programming Language pros & cons! Nothing will be sacred! O_o,,,,
Coding,->REVEALED! Interviewing aJedi Who Organizes 100K+ Meetups for Fun & Profit! O_o,,,,
Coding,->REVEALED! Random Programming Language pros & cons! Nothing will be sacred! O_o,,,,
Coding,>Progammer & Developer Speed Friending Over Picking Locks-New to Austin Welcome!,,,,
Coding,->Cloud Summit @ Google Fiber Talks About Impact on Programming Languages!,,,,
Coding,>Programmer & Developer Speed Friending Over Invading Block Chain HackathonFREE!,,,,
Coding,->Invade Austin Diversity Hackathon - 2nd Annual #ATXDivHack! FREE FOOD & DRINKS,,,,
Coding,~>Learn the Future of Programming From a Man Who Has Helped 300+ Techs Get Jobs!,,,,
Coding,->REVEALED! Random Programming Language pros & cons! Nothing will be sacred! O_o,,,,
Coding,->*Fiverr North Intro Party - Earn extra income this holiday season coding for$,,,,
Coding,The Business Success Center's Mentor Zoneƒ?›,,,,
Coding,Round Rock Geeks,,,,
Coding,N.A.G. Hackers Meetup,,,,
Coding,"Professional Mentor Series - J.R. Manatt, Frost Bank",,,,
Coding,TechShop Orientation for New and Non Members!,,,,
Coding,Professional Mentor Series - Drop Zone Strategies,,,,
Coding,Professional Mentor Series - No Time For Social ,,,,
Coding,CocoaCoders - Meetup,,,,
Coding,NXP's mobile Smarter World Tour ,,,,
Coding,Round Rock Geeks,,,,
Coding,Professional Mentor Series - Commercialization with Michael Richtberg,,,,
Coding,TechShop Orientation for New and Non Members!,,,,
Coding,"Professional Mentor Series - J.R. Manatt, Frost Bank",,,,
Coding,Professional Mentor Series - No Time For Social,,,,
Coding,How to set up a successful Kickstarter! ,,,,
Coding,Professional Mentor Series - Drop Zone Strategies,,,,
Coding,Professional Mentor Series - No Time For Social,,,,
Coding,TechShop Orientation and TechShop AMA (ASK ME ANYTHING!),,,,
Coding,"Professional Mentor Series - J.R. Manatt, Frost Bank",,,,
Coding,"Tandy Leather - Product Educator, Dennis Guerra visits the shop",,,,
Coding,Professional Mentor Series - Consumer Products Industry with Zach Martin,,,,
Coding,Meet and Greet with Wevolver,,,,
Coding,National Arduino Day Workshop - Registration Required,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Professional Mentor Series | Open Office Hours - Michael Richtberg,,,,
Coding,Professional Mentor Series - No Time For Social,,,,
Coding,Daring to Do Your Own Patent Searches: Info from A Pro,,,,
Coding,Space Apps PRE-Challenge Happy Hour! ,,,,
Coding,International Space Apps Challenge - 2016!,,,,
Coding,Professional Mentor Series - Villhard Patent Group,,,,
Coding,"Professional Mentor Series - Nick Ramos, Graphismo",,,,
Coding,Professional Mentor Series - Consumer Products Industry with Zach Martin,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Textiles Demo Day! ,,,,
Coding,Military Spouse Appreciation Day - Free Day Pass!,,,,
Coding,Free Day Pass for Mom on Mother's Day!,,,,
Coding,Live stream party - AlphaLab Gear National Hardware Cup FINALS!,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Post Maker Faire OPEN HOUSE!,,,,
Coding,BYOB Adult Coloring Night at TechShop!,,,,
Coding,littleBits Challenge - Rube Goldberg,,,,
Coding,3D Printing Prosthetics for e-NABLE - Meetup,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Talking consumer products with Zach and Kerry,,,,
Coding,Talking consumer products with Zach and Kerry,,,,
Coding,Material Selection for Makers - Free class - LIMITED SEATS!,,,,
Coding,3D Printing Prosthetics for e-NABLE - Meetup,,,,
Coding,Town Hall Meeting ,,,,
Coding,Etsy Craft Party - Let's Make Pi?ñatas!,,,,
Coding,3D Printing Prosthetics for e-NABLE - Meetup,,,,
Coding,Daring to Do Your Own Patent Searches: Info from A Pro,,,,
Coding,Machine Shop Demo Day! ,,,,
Coding,littleBits Challenge - MUSIC!,,,,
Coding,3D Printing Prosthetics for e-NABLE - Meetup,,,,
Coding,Instructor Fair at TechShop! ,,,,
Coding,3D Printing Prosthetics for e-NABLE - Meetup,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,"STEAM Workshop - MakeDo  (Paid workshop, ages 8-17)",,,,
Coding,"STEAM Workshop - Screenprinting!  (Paid workshop, ages 12-17)",,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,TechShop Open House - NEW! Memberships for Everyone! ,,,,
Coding,"STEAM Workshop - Bookbinding!  (Paid workshop, ages 12-17)",,,,
Coding,Professional Membership at TechShop - Town Hall Info Session! ,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,TechShop Open House #2 - NEW! Memberships for Everyone!,,,,
Coding,"Business Success Center Profit Mover Teamƒ?›  - ""Soup to Nuts Business Priorities""",,,,
Coding,Business Success Center Profit Mover Teamƒ?› - OPEN OFFICE HOURS,,,,
Coding, Introducing OmniBuilds.com!,,,,
Coding,Date Night! Metal Rose - Registration Required,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,"""The 5-Tet Gluss Bot""  Meet the latest version of the robot of The Gluss Project",,,,
Coding,National Manufacturing Day at TechShop Austin-Round Rock,,,,
Coding,TechShop 4 Year Anniversary Open House!,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Building a Dream Business [Presentation] - Profit Mover ƒ?› Mentoring Team,,,,
Coding,Profit Mover ƒ?› Mentoring Team - OFFICE HOURS,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Educators' Day at TechShop Austin-Round Rock,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Austin Design Week - TechShop Studio Tour with Pretty Smart Homes,,,,
Coding,Professional Mentor Series - Villhard Patent Group,,,,
Coding,TechShop Member Orientation - Open to the public,,,,
Coding,Facebook marketing for the holidays -  by Bill Combes of No Time For Social ,,,,
Coding,What Makes it DevOps?,,,,
Coding,Austin Chef Breakfast Meetup,,,,
Coding,Tool Focused Lightning Talks,,,,
Coding,Chef Breakfast!,,,,
Coding,Lean Beer: How to Measure DevOps,,,,
Coding,Chef Breakfast,,,,
Coding,Compare Configuration Management Systems,,,,
Coding,Chef Breakfast,,,,
Coding,Lean Beer - DevOps Days Redux,,,,
Coding,Chef Lunch (not breakfast),,,,
Coding,Comparing Orchestration Tools with the ELK Stack,,,,
Coding,Habitat Launch Celebration,,,,
Coding,BONUS: Application Automation with Chef Habitat,,,,
Coding,"Chef Lunch, wait no ChefConf!!!!!!",,,,
Coding,DevOps for Manager Types,,,,
Coding,Chef Lunch!,,,,
Coding,Package Applications: Packer vs. Docker,,,,
Coding,Open Spaces:  Secret Management,,,,
Coding,For Managers: Maintenance and Measures,,,,
Coding,Chef Lunch!,,,,
Coding,What is Chef Habitat and why does it Matter?,,,,
Coding,Team Organization - Managers and Technical both!,,,,
Coding,OpenStack Meetup - Introduction to Barbican!,,,,
Coding,OpenStack Meetup - Neutron networking with Cumulus and Project Astara,,,,
Coding,"OpenStack Meetup - Trove, Database as a Service, and Networking with Containers",,,,
Coding,May OpenStack Meetup - Cloud IaaS Performance Benchmarks,,,,
Coding,"June OpenStack Meetup - Flexible, simple deployments with OpenStack-Ansible",,,,
Coding,Federating Keystone Trust across OpenStack clouds,,,,
Coding,OpenStack Days East,,,,
Coding,OpenStack and Lean Coffee!!,,,,
Coding,OpenStack Meetup: From upstream to the customer: continuous delivery chain,,,,
Coding,Kubernetes - everything you need to know! (well almost) and MORE!,,,,
Coding,"Lowe's Digital Challenge - Team Prizes of $22,000. - BrandGarage",,,,
Coding,AngelHack Austin 2016,,,,
Coding,Tech Taco Pitch Demo Day,,,,
Coding,"Co-Founders June Pitches ""Keynote speaker Thom Singer""",,,,
Coding,UX TV Show Taping,,,,
Coding,Tech Innovation Party - By The Tech^Map,,,,
Coding,"CoFounders StartupWeek Oct ""Keynote speaker Brett Hurt - founder of Bazaarvoice""",,,,
Coding,Unity Multiplayer & Multi Scene Editing + VR,,,,
Coding,"Creating ""Mixed-Reality"" Experiences with Unity3D",,,,
Coding,Austin Unity VR & Multiplayer Roadshow!,,,,
Coding,Unity Dev Tools: Terrain + NavMesh + AI,,,,
Coding,World Building Part 2,,,,
Coding,Austin Unity - 2D Tools Overview!,,,,
Coding,Unity Dev Postmortem: RWBY Grimm Eclipse,,,,
Coding,September Unity Meetup,,,,
Coding,Inbound - How Gyoza Games Launched a SteamVR Game in 2 Months!,,,,
Coding,Austin Unity - VR Crash Course && Unite Recap!,,,,
Coding,App Design TV Show - Episode Taping,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Austin iPhone Developer Group Meetup,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Open Gov & Civic Tech Meetup: Lightning Talks,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Gov & Civic Tech Meetup: Designing for 100% of America,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,CodeAcross 2016,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Civic Hack Night,,,,
Coding,Free Community Workshop: Hackathon 101,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Designing for Civic Solutions Workshop,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Free Community Workshop: Intro to Hackathon Tech + Tools,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Civic Hack Saturday,,,,
Coding,ATX Hack for Change 2016,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Civic Hack Saturday,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Community Event: Austin CityUp Workshops,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Civic Hack Saturday,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Civic Hack Saturday + Women Who Open Data,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Open Gov & Civic Tech Meetup,,,,
Coding,Public Smart Cities Networking Event,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Civic Hack Saturday,,,,
Coding,Designing for Civic Solutions,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Civic Tech in the Age of Trump: Defining our Values and Next Steps,,,,
Coding,Open Austin Civic Hack Night,,,,
Coding,Large Scale Machine Learning on Apache Hadoop Workshop,,,,
Coding,Advanced Machine Learning with Python. Session 3: Feature Selection,,,,
Coding,Advanced Machine Learning with Python. Session 4: Naive Bayes Algorithms,,,,
Coding,Large Scale Machine Learning on Apache Hadoop Workshop #2: Begin ML,,,,
Coding,Austin ACM SIGKDD Chapter Elections,,,,
Coding,"Invited Speaker Tim Renner Presents on Streaming with Storm, Spark and Kafka",,,,
Coding,Large Scale Machine Learning Workshop #3: Hive and Mahout,,,,
Coding,Advanced Machine Learning with Python. Session 5: Neural Networks,,,,
Coding,Invited Speaker Series-Dr. Grauman: Action and Attention in First-person Vision,,,,
Coding,Invited Speaker Series-Mo Patel: Leveraging MPP Frameworks for Adv. Analytics,,,,
Coding,Advanced Machine Learning with Python. Session 6: Random Forests,,,,
Coding,Advanced Machine Learning with Python. Session 7: Imbalanced Learning,,,,
Coding,Invited Speaker Series - Cody Koeninger: Fundamentals of Spark and Kafka,,,,
Coding,Invited Speaker Series - Josh Patterson Discusses Enterprise-Class Deep Learning,,,,
Coding,Advanced Machine Learning with Python. Session 8: Boosting Algorithms,,,,
Coding,Advanced Machine Learning with Python. Session 9: Decision Trees,,,,
Coding,Advanced Machine Learning with Python. Session 10: SVM,,,,
Coding,Advanced Machine Learning with Python. Session 11: KNN,,,,
Coding,ChickTech Austin Kickoff Mixer,,,,
Coding,Austin Women Tech Social (during SxSW),,,,
Coding,Workshop: Building your Career Profile,,,,
Coding,Austin Women Tech Happy Hour (during OSCON),,,,
Coding,Women in Tech Afternoon @ Google Fiber,,,,
Coding,Speed Friending for Techies,,,,
Coding,Getting a job at a great tech company,,,,
Coding,ChickTech and Cond?? Nast Present CODE: Debugging the Gender Gap,,,,
Coding,Austin Women in Technology Networking Mixer,,,,
Coding,Geeks Who Drink: Quiz for a Cause,,,,
Coding,NewCo Austin: Why Do We Need ChickTech?,,,,
Coding,Paint & Sip for ChickTech Austin,,,,
Coding,NGINX Conference,,,,
Coding,#ilooklikeadeveloper,,,,
Coding,Paint & Sip for ChickTech Austin,,,,
Coding,Get to Know ChickTech Austin Mixer,,,,
Coding,Austin Game Con,,,,
Coding,PGDay Austin 2016,,,,
Coding,ChickTech High School Tech Fair,,,,
Coding,Movie Screening: Cents,,,,
Coding,InnoTech Austin,,,,
Coding,Content Strategy for Things We Haven't Invented Yet,,,,
Coding,Contents Under Pressure: From Content to Campaign in 30 Days,,,,
Coding,The Courageous Triumph of Making Mistakes,,,,
Coding,#ACM Happy Hour: Content + Current Events,,,,
Coding,"3 Marketing Methods to Rock Lifetime Customer Value, Even If You Hate Writing",,,,
Coding,The Whole DAM Thing: Future-Proofing Your Content,,,,
Coding,How to Conduct a Content Marketing Strategy Workshop,,,,
Entrepreneurial,Business Expo West,,,,
Entrepreneurial,Oregon Employer Council BOLI Lunch and Learn,,,,
Entrepreneurial,La Grande basics notary public seminar,,,,
Entrepreneurial,Coos Bay advanced notary public seminar,,,,
Entrepreneurial,Meet The Primes Speednetworking Event,,,,
Entrepreneurial,Get Certified / Meet the Primes,,,,
Entrepreneurial,"OSHA Training Course, Spanish - Day 1",,,,
Entrepreneurial,"10 Hour OSHA Train, Spanish - Day 2",,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,La Grande advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace - Ontario ,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Baker City  basics notary public seminar,,,,
Entrepreneurial,Forest Grove basics notary public seminar,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Central Point advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Pendleton basics notary public seminar,,,,
Entrepreneurial,Ontario advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Milwaukie basics notary public seminar,,,,
Entrepreneurial,Milwaukie advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Hood River basics notary public seminar,,,,
Entrepreneurial,Pendleton advanced notary public seminar,,,,
Entrepreneurial,Ontario basics notary public seminar,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Canby advanced notary public seminar,,,,
Entrepreneurial,Forest Grove advanced notary public seminar,,,,
Entrepreneurial,Monmouth advanced notary public seminar,,,,
Entrepreneurial,Burns advanced notary public seminar,,,,
Entrepreneurial,The Dalles advanced notary public seminar,,,,
Entrepreneurial,Eugene basics notary seminar,,,,
Entrepreneurial,Portland advanced notary public seminar,,,,
Entrepreneurial,Canby basics notary public seminar,,,,
Entrepreneurial,Gresham basics notary public seminar,,,,
Entrepreneurial,Hermiston basics notary public seminar,,,,
Entrepreneurial,Bend basics notary public seminar,,,,
Entrepreneurial,Central Point basics notary public seminar,,,,
Entrepreneurial,Salem advanced notary public seminar,,,,
Entrepreneurial,Beaverton advanced notary public seminar,,,,
Entrepreneurial,Grants Pass advanced notary public seminar,,,,
Entrepreneurial,Klamath Falls basics notary public seminar,,,,
Entrepreneurial,Klamath Falls advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace | Central Oregon,,,,
Entrepreneurial,Gresham advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace | Central Oregon Edition,,,,
Entrepreneurial,Eugene advanced notary pubic seminar,,,,
Entrepreneurial,Governor's Marketplace,,,,
Entrepreneurial,Coos Bay basics notary public seminar,,,,
Entrepreneurial,Enterprise basics notary public seminar,,,,
Entrepreneurial,Salem Capitol Connections,,,,
Entrepreneurial,Bend advanced notary public seminar,,,,
Entrepreneurial,Governor's Marketplace | Linn/Benton Counties,,,,
Entrepreneurial,Portland basics notary public seminar,,,,
Entrepreneurial,Financing your Cash Flow for Growth,,,,
Entrepreneurial,Governor's Marketplace | Lane County,,,,
Entrepreneurial,Salem basics notary public seminar,,,,
Entrepreneurial,Governor's Marketplace | Douglas County,,,,
Entrepreneurial,Lake Oswego basics notary public seminar,,,,
Entrepreneurial,Rogue Valley Business Resource Forum,,,,
Entrepreneurial,McMinnville basics notary public seminar,,,,
Entrepreneurial,Corvallis basics notary public seminar,,,,
Entrepreneurial,Albany advanced notary public seminar,,,,
Entrepreneurial,Making Loans that Banks Can't,,,,
Entrepreneurial,Beaverton basics notary public seminar,,,,
Entrepreneurial,Lebanon basics notary public seminar,,,,
Entrepreneurial,McMinnville advanced notary public seminar,,,,
Entrepreneurial,Monmouth basics notary public seminar,,,,
Entrepreneurial,Eugene basics notary seminar,,,,
Entrepreneurial,Wilsonville basics notary public seminar,,,,
Entrepreneurial,Canby Advanced Notary Seminar,,,,
Entrepreneurial,Salem Basics Notary Seminar,,,,
Entrepreneurial,Portland Advanced Notary Seminar,,,,
Entrepreneurial,Beaverton Advanced Notary Seminar,,,,
Entrepreneurial,Gresham Basics Notary Seminar,,,,
Entrepreneurial,Eugene Advanced Notary Seminar,,,,
Entrepreneurial,Portland Basics Notary Seminar,,,,
Entrepreneurial,Winter Career Expo,,,,
Entrepreneurial,Independence Advanced Notary Seminar,,,,
Entrepreneurial,Seaside Basics Notary Seminar,,,,
Entrepreneurial,Advanced Notary Seminar,,,,
Entrepreneurial,Salem Advanced Notary Seminar,,,,
Entrepreneurial,Corvallis Advanced Notary Seminar,,,,
Entrepreneurial,Grants Pass Basics Notary Seminar,,,,
Entrepreneurial,Medford Advanced Notary Seminar,,,,
Entrepreneurial,Roseburg Basics Notary Seminar,,,,
Entrepreneurial,Eugene Basics Notary Seminar,,,,
Entrepreneurial,Lake Oswego Advanced Notary Seminar,,,,
Entrepreneurial,Newport Advanced Notary Seminar,,,,
Entrepreneurial,Tillamook Basics Notary Seminar,,,,
Entrepreneurial,Milwaukie Basics Notary Seminar,,,,
Entrepreneurial,Wilsonville Advanced Notary Seminar,,,,
Entrepreneurial,PCC Job Fair,,,,
Entrepreneurial,Gresham Advanced Notary Seminar,,,,
Entrepreneurial,Lincoln City Basics Notary Seminar,,,,
Entrepreneurial,Coos Bay Advanced Notary Seminar,,,,
Entrepreneurial,Salem Basics Notary Seminar,,,,
Entrepreneurial,Redmond Basics Notary Seminar,,,,
Entrepreneurial,The Dalles Advanced Notary Seminar,,,,
Entrepreneurial,Baker City Advanced Notary Seminar,,,,
Entrepreneurial,Redmond Advanced Nortary Seminar,,,,
Entrepreneurial,Beaverton Basics Notary Seminar,,,,
Entrepreneurial,Canby Basics Notary Seminar,,,,
Entrepreneurial,Hood River Basics Notary Seminar,,,,
Entrepreneurial,La Grande Basics Notary Seminar,,,,
Entrepreneurial,Ontario Advanced Notary Seminar,,,,
Entrepreneurial,Albany Basics Notary Seminar,,,,
Entrepreneurial,Eugene Job Fair,,,,
Entrepreneurial,Albany Career Fair,,,,
Entrepreneurial,Pendleton Basics Notary Seminar,,,,
Entrepreneurial,Hermiston Advanced Notary Seminar,,,,
Entrepreneurial,Baker City Basics Notary Seminar,,,,
Entrepreneurial,Enterprise Basics Notary Seminar,,,,
Entrepreneurial,Enterprise Advanced Notary Seminar,,,,
Entrepreneurial,Salem Capitol Connections,,,,
Entrepreneurial,OAME Trade Show,,,,
Entrepreneurial,Salem Capitol Connections,,,,
Entrepreneurial,Salem Capitol Connections,,,,
Entrepreneurial,Salem Capitol Connections,,,,
Entrepreneurial,Salem Capitol Connections-5th Anniversary Celebration!,,,,
Sports,Boxing,,,,
Sports,Ice Hockey,,,,
Sports,Football,,,,
Sports,Basketball,,,,
Sports,Wrestling,,,,
Sports,Martial Arts,,,,
Sports,Tennis,,,,
Sports,Gymnastics,,,,
Sports,Baseball/Softball,,,,
Sports,Soccer,,,,
Sports,Skiing: Alpine,,,,
Sports,Water Polo,,,,
Sports,Rugby,,,,
Sports,Lacrosse,,,,
Sports,Rodeo: Steer Wrestling,,,,
Sports,Track and Field: Pole Vault,,,,
Sports,Field Hockey,,,,
Sports,Speed Skating,,,,
Sports,Figure Skating,,,,
Sports,Cycling: Distance,,,,
Sports,Volleyball,,,,
Sports,Racquetball/Squash,,,,
Sports,Surfing,,,,
Sports,Fencing,,,,
Sports,Skiing: Freestyle,,,,
Sports,Team Handball,,,,
Sports,Cycling: Sprints,,,,
Sports,Bobsledding/Luge,,,,
Sports,Ski Jumping,,,,
Sports,Badminton,,,,
Sports,Skiing: Nordic,,,,
Sports,Auto Racing,,,,
Sports,Track and Field: High Jump,,,,
Sports,"Track and Field: Long, Triple jumps",,,,
Sports,Diving,,,,
Sports,Swimming (all strokes): Distance,,,,
Sports,Skateboarding,,,,
Sports,Track and Field: Sprints,,,,
Sports,Rowing,,,,
Sports,Rodeo: Calf Roping,,,,
Sports,Track and Field: Distance,,,,
Sports,Rodeo: Bull/Bareback/Bronc Riding,,,,
Sports,Track and Field: Middle Distance,,,,
Sports,Weight-Lifting,,,,
Sports,Swimming (all strokes): Sprints,,,,
Sports,Water Skiing,,,,
Sports,Table Tennis,,,,
Sports,Track and Field: Weights,,,,
Sports,Canoe/Kayak,,,,
Sports,Horse Racing,,,,
Sports,Golf,,,,
Sports,Cheerleading,,,,
Sports,Roller Skating,,,,
Sports,Equestrian,,,,
Sports,Archery,,,,
Sports,Curling,,,,
Sports,Bowling,,,,
Sports,Shooting,,,,
Sports,Billiards,,,,
Sports,Fishing,,,,
Medical,Medical conditions,,,,
Medical,Trauma,,,,
Medical,Lifetime conditions,,,,
Literature,Eastern Ontario Training Board,,,,
Literature,Ottawa Integrated Local Labour Market Planning,,,,
Literature,The Labour Market Group of Renfrew & Lanark,,,,
Literature,1000 Islands Region Workforce Development Board,,,,
Literature,East Central Ontario Training Board,,,,
Literature,"Workforce Development Board - Peterborough, Kawartha Lakes, Northumberland, Haliburton",,,,
Literature,Durham Workforce Authority,,,,
Literature,Workforce Planning Board of York Region & Bradford West Gwillmbury,,,,
Literature,Toronto Workforce Innovation Group,,,,
Literature,Peel-Halton Workforce Development Group,,,,
Literature,Workforce Planning Board of Waterloo Wellington Dufferin,,,,
Literature,Workforce Planning Hamilton,,,,
Literature,Niagara Workforce Planning Board,,,,
Literature,Workforce Planning Board of Grand Erie,,,,
Literature,Elgin Middlesex Oxford Workforce Planning & Development Board,,,,
Literature,Workforce Windsor-Essex,,,,
Literature,Sarnia Lambton Workforce Development Board,,,,
Literature,Four County Labour Market Planning Board,,,,
Literature,Simcoe Muskoka Workforce Development Board,,,,
Literature,"The Labour Market Group - Nipissing, Parry Sound",,,,
Literature,Workforce Planning for Sudbury & Manitoulin,,,,
Literature,Algoma Workforce Investment Corporation,,,,
Literature,Far Northeast Training Board,,,,
Literature,North Superior Workforce Planning Board,,,,
Literature,Northwest Training and Adjustment Board,,,,
Literature,Chatham-Kent Workforce Planning Board,,,,
Music,orientation music performance,,,,
Music,rap,,,,
Music,Udbhav DJ night,,,,
